wavelength_nm,R_Optimal,R_TiO2-only_control,R_Plain_lime,R_Purdue_benchmark
685.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
690.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
695.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
700.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
705.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
710.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
715.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
720.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
725.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
730.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
735.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
740.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
745.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
750.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
755.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
760.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
765.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
770.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
775.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
780.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
785.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
790.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
795.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
800.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
805.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
810.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
815.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
820.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
825.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
830.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
835.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
840.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
845.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
